data,ano,mes,regiao,bioma,focos_observados
2025-05-28,2025,5,Centro-Oeste,Mata Atlântica,1
2025-05-28,2025,5,Nordeste,Mata Atlântica,54
2025-05-28,2025,5,Sudeste,Mata Atlântica,92
2025-05-28,2025,5,Sul,Mata Atlântica,9
2025-05-29,2025,5,Centro-Oeste,Amazônia,439
2025-05-29,2025,5,Nordeste,Amazônia,30
2025-05-29,2025,5,Norte,Amazônia,450
2025-05-29,2025,5,Nordeste,Caatinga,537
2025-05-29,2025,5,Sudeste,Caatinga,7
2025-05-29,2025,5,Centro-Oeste,Cerrado,211
2025-05-29,2025,5,Nordeste,Cerrado,1817
2025-05-29,2025,5,Norte,Cerrado,1211
2025-05-29,2025,5,Sudeste,Cerrado,83
2025-05-29,2025,5,Centro-Oeste,Mata Atlântica,3
2025-05-29,2025,5,Nordeste,Mata Atlântica,21
2025-05-29,2025,5,Sudeste,Mata Atlântica,51
2025-05-29,2025,5,Sul,Mata Atlântica,8
2025-05-29,2025,5,Sul,Pampa,3
2025-05-30,2025,5,Centro-Oeste,Amazônia,328
2025-05-30,2025,5,Nordeste,Amazônia,32
2025-05-30,2025,5,Norte,Amazônia,344
2025-05-30,2025,5,Nordeste,Caatinga,529
2025-05-30,2025,5,Sudeste,Caatinga,4
2025-05-30,2025,5,Centro-Oeste,Cerrado,326
2025-05-30,2025,5,Nordeste,Cerrado,1448
2025-05-30,2025,5,Norte,Cerrado,837
2025-05-30,2025,5,Sudeste,Cerrado,133
2025-05-30,2025,5,Sul,Cerrado,6
2025-05-30,2025,5,Centro-Oeste,Mata Atlântica,4
2025-05-30,2025,5,Nordeste,Mata Atlântica,6
2025-05-30,2025,5,Sudeste,Mata Atlântica,73
2025-05-30,2025,5,Sul,Mata Atlântica,27
2025-05-30,2025,5,Centro-Oeste,Pantanal,3
2025-05-31,2025,5,Centro-Oeste,Amazônia,827
2025-05-31,2025,5,Nordeste,Amazônia,16
2025-05-31,2025,5,Norte,Amazônia,279
2025-05-31,2025,5,Nordeste,Caatinga,368
2025-05-31,2025,5,Sudeste,Caatinga,6
2025-05-31,2025,5,Centro-Oeste,Cerrado,646
2025-05-31,2025,5,Nordeste,Cerrado,752
2025-05-31,2025,5,Norte,Cerrado,1114
2025-05-31,2025,5,Sudeste,Cerrado,148
2025-05-31,2025,5,Sul,Cerrado,4
2025-05-31,2025,5,Centro-Oeste,Mata Atlântica,5
2025-05-31,2025,5,Nordeste,Mata Atlântica,8
2025-05-31,2025,5,Sudeste,Mata Atlântica,75
2025-05-31,2025,5,Sul,Mata Atlântica,31
2025-05-31,2025,5,Sul,Pampa,2
2025-05-31,2025,5,Centro-Oeste,Pantanal,4
